id,verdict,confidence,draft_section,draft_sentence,dep_section,deposit_proposition,paired_via,overlap,char_ratio,block_overlap,flags,notes,adjudication
D0313,supported (reworded),high,3.1,**Proposition 2 (The layers do not collapse).** *Barrier safety does not follow from accounting consistency: a trajectory can be perfectly mass-balanced while violating a declared barrier; and a trajectory can satisfy declared barriers while violating a conservation law or a stoichiometric constraint.,3.1,**Proposition 2.** *Barrier safety does not follow from accounting consistency: a trajectory can be perfectly mass-balanced while violating a declared barrier; and a trajectory can satisfy declared barriers while violating a conservation law or a stoichiometric constraint.,aligned passage,0.895,0.061,1.0,,,
D0314,excluded: shared verbatim,n/a,3.1,"Conversely, thermodynamic admissibility (energy conservation, entropy-production non-negativity, reaction feasibility) implies accounting consistency, but the converse does not hold; this article establishes Layers 1–3 only.*",,,identical text,1.0,1.0,,,,
D0315,supported (near-verbatim),high,3.1,"**The implication for industrial-ecology measurement.** Mass-balance closure, stoichiometric consistency and barrier compliance must each be audited separately.",3.1,"The implication for industrial-ecology measurement is that mass-balance closure, stoichiometric consistency, and barrier compliance must each be audited separately.",aligned passage,1.0,0.974,1.0,,,
D0316,excluded: shared verbatim,n/a,3.1,A single integrated assessment that reports only one of them declares less than it appears to.,,,identical text,1.0,1.0,,,,
D0317,supported (reworded),medium,,The typed safety set at time is,3.6,*Then the first hitting time satisfies*,elsewhere in the deposit,0.323,0.471,0.0,,,
D0318,supported (near-verbatim),high,,"This is a **conjunctive** criterion: all moiety barriers must be satisfied simultaneously, and no weighted aggregate is used as the decision criterion.",,"The typed safety set at time is and the non-compensatory assessment reads This is a conjunctive criterion: all moiety barriers must be satisfied simultaneously, and no weighted aggregate is used as the decision criterion.",aligned passage,0.714,0.798,0.8,,,
D0319,supported (near-verbatim),high,,The force of that conjunction is the subject of §10.1.,,The force of the conjunction is the subject of Section 10.1.,aligned passage,0.854,0.899,0.8,,,
D0320,supported (reworded),medium,3.2,"In plain words: the test is ""every box clears its own limit"", not ""the average looks fine"".",,"It prices no recovery, it bounds no exit time on its own, and it inherits every conservatism of the envelope that produced the family.",elsewhere in the deposit,0.273,0.419,0.0,,,
D0321,supported (reworded),medium,3.2,An average can always be rescued by a component with room to spare.,10.1,No function of the aggregate trajectory determines the component event time.,elsewhere in the deposit,0.225,0.34,0.0,,,
D0322,excluded: shared verbatim,n/a,3.3,"**Lemma 3 (Flux reconstruction under a typed balance law).** *Let be absolutely continuous with almost everywhere, , , and with the moiety-composition matrix.",,,identical text,1.0,1.0,,,,
D0323,supported (near-verbatim),high,,*and for continuous barriers the trajectory satisfies for all if and only if the corresponding integrated inequalities hold for all .*,3.3,Then* *and for continuous barriers the trajectory satisfies for all if and only if the corresponding integrated inequalities hold for all .*,elsewhere in the deposit,1.0,0.981,0.0,,,
D0324,supported (reworded),medium,3.3,"**What the lemma buys, in words.** The readout at any date equals the readout you started with plus the recorded flows in between.",5,"Internal physical transfers are not services merely because they appear in a ledger: a typed readout identifies the delivered flow, its boundary, and any unit conversion.",elsewhere in the deposit,0.237,0.339,0.0,,,
D0325,supported (reworded),high,,"- **Prescribed or observed fluxes.** If and are known and integrable, stock balances are reconstructed by integration without solving the internal constitutive dynamics.",3.3,"Two cases are distinguished. **Prescribed or observed fluxes:** if and are known and integrable, stock balances are reconstructed by integration without solving the internal constitutive dynamics — the computationally simple auditing case. **Endogenous fluxes:** if , flux-only auditing is not generally possible without solving, estimating, or bounding the coupled system; the identity still holds, but the integral cannot be evaluated without determining .",elsewhere in the deposit,0.476,0.538,0.0,,,
D0326,supported (reworded),medium,,"This is the computationally simple auditing case. - **Endogenous fluxes.** If , flux-only auditing is not generally possible without solving, estimating or bounding the coupled system.",3.3,"Two cases are distinguished. **Prescribed or observed fluxes:** if and are known and integrable, stock balances are reconstructed by integration without solving the internal constitutive dynamics — the computationally simple auditing case. **Endogenous fluxes:** if , flux-only auditing is not generally possible without solving, estimating, or bounding the coupled system; the identity still holds, but the integral cannot be evaluated without determining .",elsewhere in the deposit,0.429,0.42,0.0,,,
D0327,supported (reworded),medium,,"The identity still holds, but the integral cannot be evaluated without determining .",3.3,"Two cases are distinguished. **Prescribed or observed fluxes:** if and are known and integrable, stock balances are reconstructed by integration without solving the internal constitutive dynamics — the computationally simple auditing case. **Endogenous fluxes:** if , flux-only auditing is not generally possible without solving, estimating, or bounding the coupled system; the identity still holds, but the integral cannot be evaluated without determining .",elsewhere in the deposit,0.257,0.012,0.0,,,
D0328,needs check: strength,high,3.3,"In both cases the barriers are **declared, not computed**: the flux data do not compute ecological threshold values, aquifer collapse thresholds, or concentration boundaries.",3.3,"In both cases the barriers are declared, not computed: the flux data do not compute ecological threshold values, aquifer collapse thresholds, or concentration boundaries — the theorem establishes trajectory compliance with declared barriers, not derivation of the barriers themselves.",aligned passage,0.732,0.747,0.714,needs check: strength: the passage hedges with ['generally']; this sentence asserts without a hedge,,
D0329,needs check: strength,high,3.3,"The theorem establishes trajectory *compliance with declared barriers*, not derivation of the barriers themselves.",3.3,"In both cases the barriers are declared, not computed: the flux data do not compute ecological threshold values, aquifer collapse thresholds, or concentration boundaries — the theorem establishes trajectory compliance with declared barriers, not derivation of the barriers themselves.",aligned passage,0.484,0.568,0.714,needs check: strength: the passage hedges with ['generally']; this sentence asserts without a hedge,,
D0330,supported (near-verbatim),high,,"With the net outflow of moiety across the system boundary and the net inflow, the sign convention reads",,"With the net outflow of moiety across the system boundary and the net inflow, the sign convention reads and the barrier-safety (non-depletion) condition is",aligned passage,0.791,0.81,0.769,,,
D0331,supported (near-verbatim),high,,"**Proposition 4 (Conservation-law reduction).** *If for some vector , then ; in a closed system ( ), is invariant.*",,"**Proposition 4 (Conservation-law reduction).** *If for some vector , then* *in a closed system ( ), is invariant.*",aligned passage,1.0,0.995,1.0,,,
D0332,excluded: shared verbatim,n/a,,A conserved moiety is a row of with ; then satisfies .,,,identical text,1.0,1.0,,,,
